DOMAINVALUE	STRATUM	ID	X1	X2	X3	X4	X5	X6	Y1	Y2	Y3	Y4	LABEL
1	3*1*2*1*1*1	1257	3	1	2	1	1	1	116	100	121	58	1
1	3*1*2*1*1*1	1224	3	1	2	1	1	1	105	100	152	62	1
1	3*1*2*1*1*1	1060	3	1	2	1	1	1	140	161	177	87	1
1	3*1*2*1*1*1	1099	3	1	2	1	1	1	148	155	169	56	1
1	3*1*2*1*1*1	1129	3	1	2	1	1	1	154	132	155	56	1
1	3*1*2*1*1*1	1044	3	1	2	1	1	1	179	171	148	85	1
1	3*2*1*1*1*1	1204	3	2	1	1	1	1	123	88	145	81	1
1	3*2*1*1*1*1	1256	3	2	1	1	1	1	103	100	126	68	1
1	3*2*1*1*1*1	1200	3	2	1	1	1	1	111	116	140	72	1
1	3*2*1*1*1*1	1216	3	2	1	1	1	1	99	106	148	73	1
1	3*2*1*1*1*1	1243	3	2	1	1	1	1	77	89	154	84	1
1	3*2*1*1*1*1	1147	3	2	1	1	1	1	119	129	165	75	1
1	3*2*1*1*1*1	1244	3	2	1	1	1	1	112	123	118	51	1
1	3*2*1*1*1*1	1071	3	2	1	1	1	1	153	162	171	68	1
1	3*2*1*1*1*1	1128	3	2	1	1	1	1	137	112	157	92	1
1	3*2*1*1*1*1	1126	3	2	1	1	1	1	123	126	154	97	1
1	3*2*1*2*1*1	1055	3	2	1	2	1	1	149	157	180	88	1
1	3*2*1*2*1*1	1057	3	2	1	2	1	1	113	140	223	94	1
1	3*2*1*2*1*1	1182	3	2	1	2	1	1	106	107	142	100	1
1	3*2*1*2*1*1	1114	3	2	1	2	1	1	146	98	163	100	1
1	3*2*1*2*1*1	1140	3	2	1	2	1	1	139	136	118	98	1
1	3*2*1*2*1*1	1106	3	2	1	2	1	1	99	110	195	118	1
1	4*1*1*1*1*1	851	4	1	1	1	1	1	219	199	306	99	1
1	4*1*1*1*1*1	1003	4	1	1	1	1	1	153	181	219	79	1
1	4*1*1*1*1*1	854	4	1	1	1	1	1	220	174	298	124	1
1	4*1*1*1*1*1	904	4	1	1	1	1	1	180	207	254	107	1
1	4*1*1*1*1*1	917	4	1	1	1	1	1	212	211	261	50	1
1	4*1*1*1*1*1	868	4	1	1	1	1	1	198	193	256	153	1
1	4*1*1*1*1*1	899	4	1	1	1	1	1	209	226	236	87	1
1	4*1*1*1*1*1	1027	4	1	1	1	1	1	149	134	230	91	1
1	4*1*1*1*1*1	1015	4	1	1	1	1	1	164	138	190	122	1
1	4*1*1*1*1*1	889	4	1	1	1	1	1	214	205	270	81	1
1	4*1*1*1*1*1	984	4	1	1	1	1	1	193	181	181	96	1
1	4*1*1*1*1*1	1006	4	1	1	1	1	1	197	191	193	48	1
1	4*1*1*1*1*1	1032	4	1	1	1	1	1	168	149	200	82	1
1	4*1*1*1*1*1	1008	4	1	1	1	1	1	189	136	238	65	1
1	4*1*1*1*1*1	982	4	1	1	1	1	1	180	191	194	88	1
1	4*1*1*1*1*1	848	4	1	1	1	1	1	196	253	307	75	1
1	4*1*1*1*1*1	1024	4	1	1	1	1	1	168	167	205	66	1
1	4*1*1*1*1*1	968	4	1	1	1	1	1	205	146	253	59	1
1	4*1*1*1*1*1	1004	4	1	1	1	1	1	168	160	226	77	1
1	4*1*1*1*1*1	867	4	1	1	1	1	1	199	248	282	71	1
1	4*1*1*1*1*1	906	4	1	1	1	1	1	226	250	198	73	1
1	4*1*1*1*1*1	891	4	1	1	1	1	1	213	223	280	53	1
1	4*1*1*1*1*1	913	4	1	1	1	1	1	223	190	268	55	1
1	4*1*1*1*1*1	897	4	1	1	1	1	1	159	252	194	156	1
1	4*1*1*1*1*1	857	4	1	1	1	1	1	209	196	307	101	1
1	4*1*1*1*1*1	1030	4	1	1	1	1	1	143	156	239	64	1
1	4*1*1*1*1*1	1034	4	1	1	1	1	1	131	159	206	101	1
1	4*1*1*1*1*1	910	4	1	1	1	1	1	245	234	231	33	1
1	4*1*1*1*1*1	1033	4	1	1	1	1	1	161	152	223	62	1
1	4*1*1*1*1*1	1031	4	1	1	1	1	1	120	151	234	97	1
1	4*1*1*1*1*1	940	4	1	1	1	1	1	201	208	221	71	1
1	4*1*1*2*1*1	885	4	1	1	2	1	1	209	227	239	106	1
1	4*1*2*1*1*1	997	4	1	2	1	1	1	152	175	212	98	1
1	4*1*2*1*1*1	850	4	1	2	1	1	1	277	228	240	83	1
1	4*1*2*1*1*1	887	4	1	2	1	1	1	212	228	219	121	1
1	4*1*2*1*1*1	893	4	1	2	1	1	1	182	220	247	119	1
1	4*1*2*1*1*1	987	4	1	2	1	1	1	166	182	214	85	1
1	4*1*2*1*1*1	919	4	1	2	1	1	1	174	208	245	103	1
1	4*1*2*1*1*1	1018	4	1	2	1	1	1	146	163	204	98	1
1	4*1*2*1*1*1	967	4	1	2	1	1	1	180	131	251	101	1
1	4*1*2*1*1*1	923	4	1	2	1	1	1	202	244	200	81	1
1	4*2*1*1*1*1	918	4	2	1	1	1	1	215	183	222	113	1
1	4*2*1*1*1*1	847	4	2	1	1	1	1	235	240	270	87	1
1	4*2*1*1*1*1	876	4	2	1	1	1	1	228	203	218	143	1
1	4*2*1*1*1*1	1007	4	2	1	1	1	1	151	144	205	128	1
1	4*2*1*1*1*1	1012	4	2	1	1	1	1	145	147	218	108	1
1	4*2*1*1*1*1	959	4	2	1	1	1	1	171	184	207	110	1
1	4*2*1*1*1*1	951	4	2	1	1	1	1	155	195	231	103	1
1	4*2*1*1*1*1	884	4	2	1	1	1	1	173	185	278	145	1
1	4*2*1*1*1*1	1021	4	2	1	1	1	1	176	164	179	88	1
1	4*2*1*1*1*1	888	4	2	1	1	1	1	174	208	226	165	1
1	4*2*1*2*1*1	890	4	2	1	2	1	1	166	222	253	129	1
1	4*2*1*2*1*1	849	4	2	1	2	1	1	217	281	246	87	1
1	4*2*2*1*1*1	941	4	2	2	1	1	1	169	188	259	80	1
1	4*2*2*2*1*1	971	4	2	2	2	1	1	177	181	174	127	1
1	4*3*1*2*1*1	874	4	3	1	2	1	1	190	172	254	179	1
1	5*1*1*1*1*1	835	5	1	1	1	1	1	242	205	354	64	1
1	5*1*1*1*1*1	743	5	1	1	1	1	1	245	254	398	102	1
1	5*1*1*1*1*1	827	5	1	1	1	1	1	243	233	283	119	1
1	5*1*1*1*1*1	701	5	1	1	1	1	1	296	284	428	105	1
1	5*1*1*1*1*1	795	5	1	1	1	1	1	233	257	290	133	1
1	5*1*1*1*1*1	757	5	1	1	1	1	1	282	308	325	64	1
1	5*1*1*1*1*1	723	5	1	1	1	1	1	337	236	436	39	1
1	5*1*1*1*1*1	796	5	1	1	1	1	1	268	285	308	52	1
1	5*1*1*1*1*1	808	5	1	1	1	1	1	240	256	320	85	1
1	5*1*1*1*1*1	842	5	1	1	1	1	1	281	189	342	35	1
1	5*1*1*1*1*1	698	5	1	1	1	1	1	298	293	346	182	1
1	5*1*1*1*1*1	708	5	1	1	1	1	1	236	344	401	123	1
1	5*1*1*1*1*1	779	5	1	1	1	1	1	272	235	323	112	1
1	5*1*1*1*1*1	818	5	1	1	1	1	1	206	240	332	110	1
1	5*1*1*1*1*1	839	5	1	1	1	1	1	150	249	285	167	1
1	5*1*1*1*1*1	703	5	1	1	1	1	1	280	361	365	103	1
1	5*1*1*1*1*1	782	5	1	1	1	1	1	224	231	326	154	1
1	5*1*1*1*1*1	831	5	1	1	1	1	1	199	203	319	150	1
1	5*1*1*1*1*1	783	5	1	1	1	1	1	237	201	325	172	1
1	5*1*1*1*1*1	761	5	1	1	1	1	1	245	266	316	142	1
1	5*1*1*1*1*1	722	5	1	1	1	1	1	332	310	319	89	1
1	5*1*1*1*1*1	823	5	1	1	1	1	1	217	221	302	143	1
1	5*1*1*1*1*1	747	5	1	1	1	1	1	240	270	328	158	1
1	5*1*1*1*1*1	750	5	1	1	1	1	1	305	257	307	123	1
1	5*1*1*1*1*1	716	5	1	1	1	1	1	305	305	294	177	1
1	5*1*1*1*1*1	817	5	1	1	1	1	1	189	229	329	147	1
1	5*1*1*1*1*2	803	5	1	1	1	1	2	232	260	297	115	1
1	5*1*2*1*1*1	713	5	1	2	1	1	1	331	312	333	115	6
1	5*1*2*1*1*1	706	5	1	2	1	1	1	341	258	377	131	6
1	5*1*2*1*1*1	843	5	1	2	1	1	1	184	217	306	137	6
1	5*1*2*1*1*1	768	5	1	2	1	1	1	212	274	330	146	6
1	5*1*2*1*1*1	792	5	1	2	1	1	1	230	279	300	108	6
1	5*1*2*1*1*1	766	5	1	2	1	1	1	232	249	353	131	6
1	5*2*1*1*1*1	786	5	2	1	1	1	1	263	252	273	142	6
1	5*2*1*1*1*1	727	5	2	1	1	1	1	264	270	398	105	6
1	5*2*1*1*1*1	740	5	2	1	1	1	1	278	306	344	82	6
1	5*2*1*1*1*1	793	5	2	1	1	1	1	200	223	325	166	6
1	5*2*1*1*1*1	736	5	2	1	1	1	1	230	237	348	205	6
1	5*2*1*1*1*1	725	5	2	1	1	1	1	264	333	362	84	6
1	5*2*1*1*2*1	749	5	2	1	1	2	1	212	234	353	194	1
1	5*2*1*2*1*1	815	5	2	1	2	1	1	198	210	281	208	1
1	5*2*1*2*1*1	705	5	2	1	2	1	1	248	289	375	195	1
1	5*2*2*1*1*1	838	5	2	2	1	1	1	201	231	289	137	1
1	5*2*2*1*1*1	760	5	2	2	1	1	1	288	253	297	132	1
1	5*2*2*2*1*1	809	5	2	2	2	1	1	168	213	302	218	1
1	5*3*2*2*2*1	717	5	3	2	2	2	1	203	230	365	277	1
1	6*1*1*1*1*1	541	6	1	1	1	1	1	401	357	550	191	6
1	6*1*1*1*1*1	542	6	1	1	1	1	1	399	358	576	161	6
1	6*1*1*1*1*1	596	6	1	1	1	1	1	366	415	390	148	6
1	6*1*1*1*1*1	544	6	1	1	1	1	1	380	414	472	225	6
1	6*1*1*1*1*1	553	6	1	1	1	1	1	343	495	445	171	6
1	6*1*1*1*1*1	616	6	1	1	1	1	1	302	400	470	115	6
1	6*1*1*1*1*1	564	6	1	1	1	1	1	358	345	513	206	6
1	6*1*1*1*1*1	669	6	1	1	1	1	1	321	337	425	94	6
1	6*1*1*1*1*1	650	6	1	1	1	1	1	293	334	351	246	6
1	6*1*1*1*1*1	554	6	1	1	1	1	1	392	370	562	129	6
1	6*1*1*1*1*1	673	6	1	1	1	1	1	289	364	347	167	6
1	6*1*1*1*1*1	686	6	1	1	1	1	1	321	264	445	115	6
1	6*1*1*1*1*1	592	6	1	1	1	1	1	300	368	453	214	6
1	6*1*1*1*1*1	569	6	1	1	1	1	1	314	377	519	193	6
1	6*1*1*1*1*1	649	6	1	1	1	1	1	313	285	506	123	6
1	6*1*1*1*1*1	617	6	1	1	1	1	1	299	326	475	186	6
1	6*1*1*1*1*2	590	6	1	1	1	1	2	311	397	455	173	6
1	6*1*2*1*1*1	620	6	1	2	1	1	1	384	312	474	109	6
1	6*1*2*1*1*1	618	6	1	2	1	1	1	394	404	396	90	6
1	6*1*2*1*1*1	685	6	1	2	1	1	1	331	289	350	176	6
1	6*2*1*1*1*1	609	6	2	1	1	1	1	319	377	402	203	6
1	6*2*1*1*1*1	683	6	2	1	1	1	1	307	288	353	201	6
1	6*2*1*1*1*1	659	6	2	1	1	1	1	261	342	394	201	6
1	6*2*1*1*1*1	632	6	2	1	1	1	1	328	370	386	170	6
1	6*2*1*1*1*1	601	6	2	1	1	1	1	396	331	383	199	6
1	6*2*1*1*1*1	600	6	2	1	1	1	1	316	333	413	249	6
1	6*2*1*2*1*1	563	6	2	1	2	1	1	311	445	468	204	6
1	6*2*1*2*1*1	560	6	2	1	2	1	1	343	444	510	134	6
1	6*2*2*1*1*1	678	6	2	2	1	1	1	295	299	395	170	6
1	6*2*2*1*1*1	584	6	2	2	1	1	1	340	365	431	217	6
1	6*2*2*1*1*1	556	6	2	2	1	1	1	362	402	424	261	6
1	6*2*2*2*1*1	583	6	2	2	2	1	1	329	385	434	209	6
1	6*3*1*2*1*1	612	6	3	1	2	1	1	261	338	428	267	6
1	6*3*1*2*1*1	606	6	3	1	2	1	1	307	306	415	276	6
1	6*3*2*2*2*1	603	6	3	2	2	2	1	243	322	450	292	2
1	7*1*1*1*1*1	441	7	1	1	1	1	1	424	479	763	271	6
1	7*1*1*1*1*1	513	7	1	1	1	1	1	418	449	481	249	6
1	7*1*1*1*1*1	476	7	1	1	1	1	1	497	547	581	111	6
1	7*1*1*1*1*1	432	7	1	1	1	1	1	482	605	687	218	6
1	7*1*1*1*1*1	435	7	1	1	1	1	1	487	524	739	213	6
1	7*1*1*1*1*1	452	7	1	1	1	1	1	459	532	601	280	6
1	7*1*1*1*1*1	465	7	1	1	1	1	1	454	522	588	232	6
1	7*1*1*1*1*1	462	7	1	1	1	1	1	361	458	640	339	6
1	7*1*1*1*1*1	446	7	1	1	1	1	1	433	460	613	394	6
1	7*1*1*1*1*1	461	7	1	1	1	1	1	518	439	705	139	6
1	7*1*1*1*1*1	483	7	1	1	1	1	1	467	392	637	186	6
1	7*1*1*1*1*1	496	7	1	1	1	1	1	420	516	555	155	6
1	7*1*2*1*1*1	482	7	1	2	1	1	1	432	462	598	204	6
1	7*1*2*1*1*1	538	7	1	2	1	1	1	419	468	421	211	6
1	7*1*2*1*1*1	479	7	1	2	1	1	1	435	514	545	234	6
1	7*1*3*1*1*1	480	7	1	3	1	1	1	453	465	589	197	6
1	7*1*3*1*1*2	497	7	1	3	1	1	2	412	492	515	225	6
1	7*2*1*1*1*1	453	7	2	1	1	1	1	469	507	602	288	6
1	7*2*1*1*1*1	522	7	2	1	1	1	1	383	430	532	217	6
1	7*2*1*1*1*1	484	7	2	1	1	1	1	418	466	560	228	6
1	7*2*1*2*1*1	510	7	2	1	2	1	1	422	420	571	188	6
1	7*2*1*2*1*1	518	7	2	1	2	1	1	462	486	480	154	6
1	7*3*1*1*1*1	477	7	3	1	1	1	1	412	490	573	256	6
1	7*3*1*2*2*1	459	7	3	1	2	2	1	534	425	669	183	6
1	7*3*2*3*1*1	534	7	3	2	3	1	1	371	423	486	242	6
1	8*1*1*1*1*1	378	8	1	1	1	1	1	518	665	732	368	6
1	8*1*1*1*1*1	421	8	1	1	1	1	1	430	544	613	454	6
1	8*1*1*1*1*1	372	8	1	1	1	1	1	480	624	804	397	6
1	8*1*1*1*1*1	410	8	1	1	1	1	1	399	464	737	479	6
1	8*1*1*1*1*1	380	8	1	1	1	1	1	569	753	746	190	6
1	8*1*1*1*1*1	361	8	1	1	1	1	1	575	682	858	243	6
1	8*1*1*1*1*1	367	8	1	1	1	1	1	639	626	732	334	6
1	8*1*1*1*1*1	424	8	1	1	1	1	1	551	586	621	272	6
1	8*1*1*1*1*1	423	8	1	1	1	1	1	576	485	690	280	6
1	8*1*1*1*1*2	409	8	1	1	1	1	2	466	564	811	244	6
1	8*1*1*1*1*2	387	8	1	1	1	1	2	541	629	689	362	6
1	8*1*1*1*1*2	376	8	1	1	1	1	2	639	801	698	151	6
1	8*1*1*1*2*1	366	8	1	1	1	2	1	669	505	804	355	6
1	8*1*1*1*2*1	399	8	1	1	1	2	1	587	494	836	254	6
1	8*1*1*1*2*1	360	8	1	1	1	2	1	626	601	896	237	6
1	8*1*1*1*2*1	320	8	1	1	1	2	1	753	677	956	262	6
1	8*1*2*1*1*1	331	8	1	2	1	1	1	600	738	840	392	6
1	8*1*2*1*1*1	379	8	1	2	1	1	1	617	613	694	354	6
1	8*1*2*1*1*1	332	8	1	2	1	1	1	707	832	788	231	6
1	8*1*2*1*1*1	408	8	1	2	1	1	1	544	620	738	192	6
1	8*1*2*1*2*1	326	8	1	2	1	2	1	719	633	1037	214	6
1	8*1*2*1*2*1	328	8	1	2	1	2	1	532	767	816	486	6
1	8*1*3*1*1*2	335	8	1	3	1	1	2	627	706	828	383	6
1	8*2*1*1*1*1	374	8	2	1	1	1	1	605	738	664	288	6
1	8*2*1*1*1*1	359	8	2	1	1	1	1	598	806	695	265	6
1	8*2*1*1*2*1	318	8	2	1	1	2	1	639	728	868	422	6
1	8*2*2*1*1*1	403	8	2	2	1	1	1	447	577	722	382	6
1	8*2*2*1*2*1	341	8	2	2	1	2	1	548	642	823	484	6
1	8*2*2*1*2*1	391	8	2	2	1	2	1	491	618	724	364	6
1	8*2*3*1*1*2	362	8	2	3	1	1	2	593	731	722	293	6
1	8*3*1*2*1*1	373	8	3	1	2	1	1	600	670	679	355	6
1	8*3*2*2*2*1	322	8	3	2	2	2	1	713	693	804	420	6
1	9*1*1*1*1*1	271	9	1	1	1	1	1	792	1023	1004	249	2
1	9*1*1*1*1*1	287	9	1	1	1	1	1	743	913	1010	273	2
1	9*1*1*1*1*1	291	9	1	1	1	1	1	504	747	1196	467	2
1	9*1*1*1*1*1	302	9	1	1	1	1	1	659	909	978	236	2
1	9*1*1*1*1*1	259	9	1	1	1	1	1	703	927	1065	505	2
1	9*1*1*1*1*1	273	9	1	1	1	1	1	775	740	1110	408	2
1	9*1*1*1*1*1	311	9	1	1	1	1	1	575	696	964	476	2
1	9*1*1*1*2*1	275	9	1	1	1	2	1	706	754	1088	461	2
1	9*1*1*1*2*1	280	9	1	1	1	2	1	602	1121	865	375	2
1	9*1*1*1*2*1	244	9	1	1	1	2	1	714	847	1119	677	2
1	9*1*1*1*2*1	263	9	1	1	1	2	1	760	932	1147	294	2
1	9*1*2*1*1*1	304	9	1	2	1	1	1	711	745	875	428	2
1	9*1*2*1*1*2	301	9	1	2	1	1	2	787	900	822	276	2
1	9*1*2*1*2*1	268	9	1	2	1	2	1	730	789	1184	381	2
1	9*1*3*1*2*3	300	9	1	3	1	2	3	692	831	955	307	2
1	9*2*1*1*2*1	277	9	2	1	1	2	1	1024	870	770	334	2
1	9*2*2*1*1*1	257	9	2	2	1	1	1	787	841	991	628	2
1	9*2*2*1*2*2	247	9	2	2	1	2	2	774	923	1070	545	2
1	9*2*2*2*1*2	281	9	2	2	2	1	2	797	780	938	445	2
1	9*2*2*2*2*1	276	9	2	2	2	2	1	626	758	1059	558	2
1	9*3*2*1*2*1	243	9	3	2	1	2	1	806	897	1114	544	2
1	9*3*3*3*2*1	284	9	3	3	3	2	1	705	689	921	634	2
2	1*1*1*1*1*1	1556	1	1	1	1	1	1	56	51	76	29	1
2	1*1*1*1*1*1	1678	1	1	1	1	1	1	32	31	49	30	1
2	1*1*1*1*1*1	1719	1	1	1	1	1	1	38	29	36	13	1
2	1*1*1*1*1*1	1599	1	1	1	1	1	1	37	62	74	17	1
2	1*1*1*1*1*1	1802	1	1	1	1	1	1	14	12	19	5	1
2	1*1*1*1*1*1	1682	1	1	1	1	1	1	29	34	52	21	1
2	1*1*1*1*1*1	1562	1	1	1	1	1	1	47	71	60	32	1
2	1*1*1*1*1*1	1684	1	1	1	1	1	1	31	54	39	12	1
2	1*1*1*1*1*1	1604	1	1	1	1	1	1	46	43	72	26	1
2	1*1*1*1*1*1	1565	1	1	1	1	1	1	44	60	53	50	1
2	1*1*1*1*1*1	1687	1	1	1	1	1	1	39	26	55	16	1
2	1*1*1*1*1*1	1567	1	1	1	1	1	1	48	61	66	30	1
2	1*1*1*1*1*1	1568	1	1	1	1	1	1	61	42	70	32	1
2	1*1*1*1*1*1	1811	1	1	1	1	1	1	15	11	11	2	1
2	1*1*1*1*1*1	1570	1	1	1	1	1	1	68	75	39	20	1
2	1*1*1*1*1*1	1611	1	1	1	1	1	1	43	47	64	29	1
2	1*1*1*1*1*1	1572	1	1	1	1	1	1	67	65	44	25	1
2	1*1*1*1*1*1	1734	1	1	1	1	1	1	35	23	36	15	1
2	1*1*1*1*1*1	1695	1	1	1	1	1	1	22	31	53	23	1
2	1*1*1*1*1*1	1615	1	1	1	1	1	1	48	45	67	19	1
2	1*1*1*1*1*1	1576	1	1	1	1	1	1	54	47	62	36	1
2	1*1*1*1*1*1	1698	1	1	1	1	1	1	33	41	38	15	1
2	1*1*1*1*1*1	1820	1	1	1	1	1	1	10	5	11	7	1
2	1*1*1*1*1*1	1579	1	1	1	1	1	1	58	37	71	32	1
2	1*1*1*1*1*1	1580	1	1	1	1	1	1	42	54	77	24	1
2	1*1*1*1*1*1	1581	1	1	1	1	1	1	59	51	61	26	1
2	1*1*1*1*1*1	1582	1	1	1	1	1	1	76	38	47	36	1
2	1*1*1*1*1*1	1704	1	1	1	1	1	1	32	40	36	15	1
2	1*1*1*1*1*1	1584	1	1	1	1	1	1	55	57	51	34	1
2	1*1*1*1*1*1	1706	1	1	1	1	1	1	29	33	40	20	1
2	1*1*1*1*1*1	1586	1	1	1	1	1	1	49	43	87	17	1
2	1*1*1*1*1*1	1748	1	1	1	1	1	1	18	46	21	12	1
2	1*1*1*1*1*1	1628	1	1	1	1	1	1	28	47	70	26	1
2	1*1*1*1*1*1	1750	1	1	1	1	1	1	17	26	29	23	1
2	1*1*1*1*1*1	1590	1	1	1	1	1	1	41	52	63	39	1
2	1*1*1*1*1*1	1591	1	1	1	1	1	1	52	52	56	35	1
2	1*1*1*1*1*1	1632	1	1	1	1	1	1	41	49	49	30	1
2	1*1*1*1*1*1	1794	1	1	1	1	1	1	10	20	19	8	1
2	1*1*1*1*1*1	1594	1	1	1	1	1	1	62	57	55	19	1
2	1*1*1*1*1*1	1635	1	1	1	1	1	1	31	54	49	33	1
2	1*1*1*1*1*1	1596	1	1	1	1	1	1	49	44	73	25	1
2	1*1*1*1*1*1	1597	1	1	1	1	1	1	48	43	65	34	1
2	1*1*1*1*1*1	1638	1	1	1	1	1	1	42	39	54	31	1
2	1*1*1*1*1*1	1639	1	1	1	1	1	1	36	43	56	29	1
2	1*1*1*1*1*1	1721	1	1	1	1	1	1	20	35	44	16	1
2	1*1*1*1*1*1	1601	1	1	1	1	1	1	58	48	58	25	1
2	1*1*1*1*1*1	1602	1	1	1	1	1	1	50	46	65	28	1
2	1*1*1*1*1*1	1603	1	1	1	1	1	1	47	52	57	32	1
2	1*1*1*1*1*1	1765	1	1	1	1	1	1	27	16	27	11	1
2	1*1*1*1*1*1	1605	1	1	1	1	1	1	56	34	61	36	1
2	1*1*1*1*1*1	1727	1	1	1	1	1	1	15	39	40	18	1
2	1*1*1*1*1*1	1620	1	1	1	1	1	1	56	54	50	15	1
2	1*1*1*1*1*1	1608	1	1	1	1	1	1	39	57	54	34	1
2	1*1*1*1*1*1	1649	1	1	1	1	1	1	48	32	53	24	1
2	1*1*1*1*1*1	1610	1	1	1	1	1	1	37	52	72	22	1
2	1*1*1*1*1*1	1651	1	1	1	1	1	1	39	48	50	19	1
2	1*1*1*1*1*1	1733	1	1	1	1	1	1	33	32	34	10	1
2	1*1*1*1*1*1	1774	1	1	1	1	1	1	19	22	20	10	1
2	1*1*1*1*1*1	1614	1	1	1	1	1	1	52	47	57	23	1
2	1*1*1*1*1*1	1816	1	1	1	1	1	1	5	13	15	2	1
2	1*1*1*1*1*1	1616	1	1	1	1	1	1	48	58	58	15	1
2	1*1*1*1*1*1	1737	1	1	1	1	1	1	30	27	36	14	1
2	1*1*1*1*1*1	1618	1	1	1	1	1	1	54	49	50	24	1
2	1*1*1*1*1*1	1780	1	1	1	1	1	1	21	19	23	4	1
2	1*1*1*1*1*1	1646	1	1	1	1	1	1	33	49	57	19	1
2	1*1*1*1*1*1	1621	1	1	1	1	1	1	43	43	61	27	1
2	1*1*1*1*1*1	1622	1	1	1	1	1	1	46	47	57	23	1
2	1*1*1*1*1*1	1623	1	1	1	1	1	1	42	58	46	27	1
2	1*1*1*1*1*1	1664	1	1	1	1	1	1	37	43	57	13	1
2	1*1*1*1*1*1	1665	1	1	1	1	1	1	32	31	54	32	1
2	1*1*1*1*1*1	1626	1	1	1	1	1	1	50	44	53	24	1
2	1*1*1*1*1*1	1788	1	1	1	1	1	1	23	15	15	10	1
2	1*1*1*1*1*1	1668	1	1	1	1	1	1	43	47	42	15	1
2	1*1*1*1*1*1	1789	1	1	1	1	1	1	24	15	10	12	1
2	1*1*1*1*1*1	1751	1	1	1	1	1	1	22	17	33	20	1
2	1*1*1*1*1*1	1752	1	1	1	1	1	1	20	22	29	20	1
2	1*1*1*1*1*1	1793	1	1	1	1	1	1	19	20	14	6	1
2	1*1*1*1*1*1	1739	1	1	1	1	1	1	21	34	31	19	1
2	1*1*1*1*1*1	1634	1	1	1	1	1	1	49	44	51	24	1
2	1*1*1*1*1*1	1675	1	1	1	1	1	1	49	24	45	25	1
2	1*1*1*1*1*1	1636	1	1	1	1	1	1	42	64	43	18	1
2	1*1*1*1*1*1	1637	1	1	1	1	1	1	50	50	44	22	1
2	1*1*1*1*1*1	1799	1	1	1	1	1	1	10	14	16	11	1
2	1*1*1*1*1*1	1759	1	1	1	1	1	1	27	25	17	16	1
2	1*1*1*1*1*1	1760	1	1	1	1	1	1	16	23	33	12	1
2	1*1*1*1*1*1	1654	1	1	1	1	1	1	34	51	45	24	1
2	1*1*1*1*1*1	1763	1	1	1	1	1	1	27	18	28	8	1
2	1*1*1*1*1*1	1683	1	1	1	1	1	1	31	34	29	42	1
2	1*1*1*1*1*1	1805	1	1	1	1	1	1	19	15	9	5	1
2	1*1*1*1*1*1	1766	1	1	1	1	1	1	16	21	32	11	1
2	1*1*1*1*1*1	1712	1	1	1	1	1	1	35	26	50	10	1
2	1*1*1*1*1*1	1660	1	1	1	1	1	1	44	37	45	25	1
2	1*1*1*1*1*1	1648	1	1	1	1	1	1	55	44	40	18	1
2	1*1*1*1*1*1	1810	1	1	1	1	1	1	17	10	12	6	1
2	1*1*1*1*1*1	1650	1	1	1	1	1	1	43	32	57	25	1
2	1*1*1*1*1*1	1812	1	1	1	1	1	1	7	9	19	3	1
2	1*1*1*1*1*1	1732	1	1	1	1	1	1	23	30	47	9	1
2	1*1*1*1*1*1	1693	1	1	1	1	1	1	48	34	39	9	1
2	1*1*1*1*1*1	1707	1	1	1	1	1	1	24	39	36	23	1
2	1*1*1*1*1*1	1747	1	1	1	1	1	1	27	31	33	7	1
2	1*1*1*1*1*1	1656	1	1	1	1	1	1	34	46	56	18	1
2	1*1*1*1*1*1	1670	1	1	1	1	1	1	33	52	45	15	1
2	1*1*1*1*1*1	1779	1	1	1	1	1	1	12	15	25	15	1
2	1*1*1*1*1*1	1663	1	1	1	1	1	1	48	39	41	22	1
2	1*1*1*1*1*1	1726	1	1	1	1	1	1	21	38	34	20	1
2	1*1*1*1*1*1	1661	1	1	1	1	1	1	56	38	43	14	1
2	1*1*1*1*1*1	1742	1	1	1	1	1	1	24	32	32	13	1
2	1*1*1*1*1*1	1792	1	1	1	1	1	1	17	16	20	6	1
2	1*1*1*1*1*1	1703	1	1	1	1	1	1	37	31	32	24	1
2	1*1*1*1*1*1	1705	1	1	1	1	1	1	31	36	42	14	1
2	1*1*1*1*1*1	1786	1	1	1	1	1	1	17	23	18	5	1
2	1*1*1*1*1*1	1688	1	1	1	1	1	1	35	30	44	24	1
2	1*1*1*1*1*1	1797	1	1	1	1	1	1	15	12	18	7	1
2	1*1*1*1*1*1	1803	1	1	1	1	1	1	19	15	10	6	1
2	1*1*1*1*1*1	1723	1	1	1	1	1	1	33	31	41	8	1
2	1*1*1*1*1*1	1772	1	1	1	1	1	1	27	26	14	7	1
2	1*1*1*1*1*1	1822	1	1	1	1	1	1	11	9	7	3	1
2	1*1*1*1*1*1	1756	1	1	1	1	1	1	23	29	23	12	1
2	1*1*1*1*1*1	1795	1	1	1	1	1	1	14	10	24	5	1
2	1*1*1*1*1*1	1731	1	1	1	1	1	1	34	30	31	14	1
2	1*1*1*1*1*1	1785	1	1	1	1	1	1	18	16	17	13	1
2	1*1*1*1*1*1	1729	1	1	1	1	1	1	33	28	34	16	1
2	1*1*1*1*1*1	1718	1	1	1	1	1	1	30	27	40	19	1
2	1*1*1*1*1*1	1796	1	1	1	1	1	1	7	19	18	8	1
